frame__h85Dzknz8G4__0000914.jpg,917.0605,158.87154,-438.3595,922.11505,144.39804,-397.07922,927.7766,144.17244,-397.0066,933.69855,143.79787,-396.97095,903.0669,144.54967,-418.34525,895.8937,144.24931,-418.0831,888.71204,144.08226,-418.18784,933.1391,151.92032,-150.82066,872.6739,152.64536,-260.43564,925.298,176.47946,-345.43744,901.2982,176.61255,-377.0737,955.8141,261.21072,86.33131,821.5971,244.6043,-250.48279,1018.85126,358.9498,204.46799,810.0499,361.4903,-380.06464,1086.8795,449.01184,-23.099422,818.7481,474.88104,-654.12683,1109.886,475.03726,-57.619167,811.8378,510.24924,-747.8821,1105.4352,478.38055,-130.8655,828.03784,506.64493,-772.1819,1093.5175,471.4439,-59.449043,831.5924,494.7793,-670.7496,910.83154,487.97372,127.708755,829.3629,485.53564,-126.991714,933.23065,663.8183,190.91353,822.41144,680.6113,-175.8981,929.99713,825.4462,476.95868,772.7609,839.906,94.74533,915.25354,855.6763,490.87842,756.0137,859.285,107.257774,982.16766,869.753,295.7305,804.0799,906.6664,-124.876
frame__4aUK4cm2hiQ__0000500.jpg,881.1698,137.86966,-339.99982,887.90826,121.190216,-296.72037,893.8834,120.37056,-295.99557,900.064,119.51475,-296.6247,868.7272,123.55396,-303.13403,862.2496,124.03107,-303.49585,855.7034,124.739876,-303.74475,909.6523,126.21089,-65.777725,846.62604,133.5469,-96.1064,893.95734,155.17305,-258.77545,871.4186,157.84029,-264.9133,956.94794,218.32025,18.511322,803.2821,224.89015,67.68931,1054.1329,154.87502,-34.92522,716.96643,171.4583,146.13177,937.8108,144.85837,99.85217,818.2702,137.19383,439.94434,914.2948,137.84776,81.767265,840.6693,125.84245,444.28265,908.95184,155.9343,131.95851,846.315,139.10455,462.33347,916.304,163.59555,116.151764,838.5768,148.1032,446.557,920.2534,468.1895,1.4218619,822.4259,465.40677,-1.4877988,945.16077,651.58264,65.09796,808.0569,648.8344,80.186615,949.0501,812.6416,385.40387,792.18036,822.4044,361.92194,934.25366,839.121,409.61548,794.45435,844.6719,380.03973,993.6836,857.59955,199.15205,779.34766,883.7173,149.22171
Screenshot_2021-02-11_at_15.52.50.png,1334.5039,177.42934,-779.6972,1347.4307,160.57774,-753.6452,1355.9331,160.46492,-753.50085,1364.81,160.11897,-753.3712,1320.5024,162.93285,-759.1796,1311.4908,163.96318,-759.0485,1302.5627,165.17088,-758.9013,1378.492,178.53268,-514.2914,1291.1064,183.81926,-535.203,1352.3091,206.9327,-684.74994,1320.2942,208.86491,-690.7033,1466.1562,340.51974,-296.13043,1215.0084,342.1685,-363.1287,1524.1853,513.40936,-169.67078,1176.8346,509.87637,-254.55373,1542.7053,686.5717,-403.1344,1170.0375,693.5018,-444.1926,1559.455,740.0678,-473.85706,1155.8523,748.5413,-487.4256,1536.7242,745.66284,-558.90295,1175.2335,755.9739,-594.86993,1521.0408,728.04694,-440.4542,1194.512,736.3381,-486.89426,1420.7758,678.5365,34.14522,1271.5437,689.5806,-34.37456,1472.3529,957.7354,23.716473,1250.7238,977.0533,-106.0401,1495.0454,1231.9442,235.11438,1202.4418,1235.8713,138.17387,1478.6493,1277.7384,239.90474,1212.9867,1272.3264,145.24588,1558.4194,1306.0613,-19.88067,1147.313,1325.3053,-131.90063
frame__YArvGEk8c6c__0008619.jpg,1299.3861,154.1893,-462.9437,1311.1273,138.15817,-428.05417,1318.3596,138.28279,-427.85718,1325.7437,138.37,-427.83966,1290.5435,138.07867,-426.92334,1283.4148,137.79536,-426.94727,1276.2651,137.73322,-427.05685,1336.9382,151.0441,-218.9914,1269.2004,149.41711,-208.19028,1313.8339,175.2133,-386.20825,1287.2661,174.70377,-382.70532,1384.0912,248.22987,-137.30994,1221.4099,250.36392,-129.37898,1499.0889,248.51334,-402.49878,1114.1747,240.91408,-417.95767,1408.6593,170.85294,-619.1312,1216.3121,168.52852,-642.59143,1393.8141,144.61897,-680.3647,1238.8767,142.6628,-708.7576,1380.6298,149.54385,-646.8384,1247.3555,150.0953,-673.58777,1384.5017,165.15489,-618.2996,1241.9276,165.16263,-640.9,1349.1171,526.90564,-28.305313,1245.5714,531.07086,28.145195,1388.0773,733.50555,-64.895134,1203.6349,730.0799,13.282141,1422.2109,924.2631,134.23366,1182.2739,916.91895,240.81436,1420.0682,950.9301,141.3087,1197.0818,944.3095,249.20145,1429.4108,983.2552,-83.89596,1131.8597,980.06354,36.54965
Screenshot_2021-02-11 at 15.57.16.png,194.33533,95.115,-139.46698,201.12326,85.76089,-131.57877,205.13904,86.11518,-131.49895,209.26665,86.420586,-131.5089,190.14897,84.85153,-134.15143,185.99956,84.28515,-134.11594,181.85037,83.81357,-134.14693,214.50583,92.78072,-58.37423,176.52774,89.03116,-68.25149,200.9471,106.99976,-110.91913,186.26604,105.59073,-113.483765,235.87141,144.3932,-39.35693,146.3779,137.16196,-50.931866,245.90184,174.80167,-152.5639,129.78447,171.72368,-201.88972,263.25632,141.45496,-293.6414,132.67128,138.55609,-359.01227,271.6227,133.42842,-323.16028,129.86621,130.5243,-384.43338,269.56348,130.68834,-325.45224,132.17662,126.64709,-385.99524,263.41888,134.65831,-298.88803,136.66608,131.35226,-362.85132,208.26462,296.7835,6.224432,155.46295,291.88342,-6.1727695,211.7787,400.45102,15.512404,139.45702,388.70993,-9.832383,221.59709,481.83588,90.87519,123.40402,470.1637,85.19868,215.18951,490.95163,92.940056,126.66017,479.24945,88.50853,239.03236,520.9156,-0.52730477,107.25926,510.71802,0.7036074
Screenshot_2021-02-11 at 14.57.04.png,461.05005,132.37152,-471.5653,466.9417,119.956924,-456.4943,471.0537,119.63671,-456.4828,475.3261,119.21577,-456.42984,453.44925,120.208626,-460.02686,448.7154,119.89426,-459.9219,444.00815,119.64156,-459.82816,478.58633,120.95674,-312.04004,435.5805,120.81363,-321.32977,467.09103,141.89706,-414.24496,451.75113,141.87169,-417.3137,507.5,183.40637,-195.65321,399.88342,183.17023,-190.39594,515.8607,269.24304,-167.8175,390.54974,266.3937,-142.42448,522.40155,346.84738,-294.00552,377.77823,340.62424,-253.03645,530.0025,368.46066,-322.11334,369.75153,361.85364,-279.0448,523.4834,370.18842,-366.18652,372.95685,364.77798,-328.49948,517.3912,362.97324,-313.2271,381.90356,357.79895,-274.80383,487.00174,336.69824,0.058933806,419.66898,338.67245,-0.13861991,514.91956,467.15598,-15.696458,401.32724,466.72394,-14.0071945,536.2796,585.42865,120.609116,378.32956,580.9338,127.10325,533.6003,601.2797,125.26755,380.65717,597.6037,132.30963,544.3729,625.4732,-43.921513,365.09015,619.6504,-34.98259
frame__Spc5yl47h1Y__0002785.jpg,1803.5739,437.0606,-385.75287,1816.5436,404.2695,-478.0082,1821.7448,402.10953,-478.1136,1827.3119,399.64423,-478.07306,1817.7716,405.73468,-355.32083,1822.5074,404.90576,-355.28992,1827.3616,404.34454,-354.88202,1870.6123,405.84433,-678.5713,1871.6049,410.7104,-86.48349,1830.7039,466.87662,-448.03137,1829.8488,469.0339,-277.3329,1973.1921,571.8318,-987.4355,1956.7225,611.6536,370.06583,1971.2609,809.20416,-1212.302,1991.9197,881.8707,507.4704,1804.2917,975.0792,-1382.403,1891.3264,1054.5065,300.17725,1771.3384,1020.1188,-1560.7706,1880.0638,1097.8774,375.47214,1753.1696,1007.3467,-1530.9299,1844.4198,1095.3914,225.92123,1772.6659,994.97205,-1377.4346,1849.6758,1080.4551,234.01395,2063.4182,1056.1401,-412.6218,2049.277,1058.094,413.28824,1980.5669,1436.6636,-377.96695,2066.5178,1441.3254,585.97174,2026.0044,1806.9467,-217.20317,2141.6062,1784.8063,875.5196,2069.1543,1876.0422,-232.53928,2182.7522,1857.1118,889.8106,1846.5903,1885.2013,-578.03784,1986.6078,1849.6764,706.57733
Screenshot_2021-02-11 at 14.48.06.png,423.79584,80.28895,-485.53784,429.5485,68.106964,-477.0964,433.687,68.04223,-477.01385,437.94476,67.89111,-476.98004,416.14642,67.63263,-482.26746,411.3891,67.06735,-482.24484,406.67355,66.57605,-482.11334,440.56503,70.6598,-349.9517,397.2674,68.49342,-370.7657,429.49234,90.84012,-431.92426,413.7526,89.84795,-438.1965,468.84198,133.58919,-201.83585,357.55466,127.52423,-237.17355,482.4037,213.70074,-117.701294,344.46436,206.88792,-130.44054,489.794,289.8397,-196.88766,333.85693,281.83914,-190.2398,495.57834,309.85938,-214.59758,326.31088,302.1192,-194.34805,492.33383,314.01514,-257.4609,328.2597,305.99338,-246.10239,485.62875,307.6152,-215.92319,336.92285,299.63434,-209.1726,441.3833,275.45386,14.821119,377.66013,275.80533,-14.975363,450.70172,397.48105,15.623305,363.13412,399.14346,-35.892925,456.23767,504.94974,156.40837,355.65723,506.45413,102.38683,450.09085,520.69727,161.81845,361.8755,522.95715,107.23013,473.91455,540.7015,29.322485,332.45502,542.8986,-34.162727
frame__9d0VKo-LnL8__0002267.jpg,960.2073,320.232,-530.0867,968.18915,308.48474,-495.7379,973.8824,309.87082,-495.819,979.5924,311.13654,-495.7513,950.18317,305.5469,-510.22098,942.989,304.34213,-510.11295,935.8413,303.30823,-510.2441,980.04126,321.1741,-289.6916,920.0706,312.02112,-356.29575,967.3374,340.71072,-450.3996,943.30426,336.55093,-469.9546,1027.9247,410.48895,-144.05539,862.46173,417.41495,-209.37315,1094.2402,486.0189,-9.988191,796.96747,504.7192,-181.30048,1056.572,542.8941,-142.78943,870.02466,568.0261,-341.87766,1043.0741,564.1083,-198.43085,891.07654,592.0055,-394.41757,1030.9688,555.59796,-215.66481,905.04645,576.2048,-417.55637,1032.6758,547.9108,-152.53148,898.5741,568.9991,-351.63165,1024.2268,626.3254,-10.613157,936.787,641.419,11.442811,1008.0707,797.9636,-167.5257,940.6743,809.5576,67.46973,1018.09937,935.654,148.06493,941.1315,927.00397,578.0582,1019.53296,953.55597,171.4703,950.94476,939.2661,619.40765,1012.62396,1000.2167,-28.911097,922.7568,996.3312,440.43002
frame__Ns1leUPXc8Q__0003034.jpg,642.39923,313.9721,-388.94107,647.64716,306.02042,-370.92682,650.8828,305.89737,-370.8708,654.2044,305.76868,-370.84094,637.9248,306.91068,-371.09177,634.60565,307.0801,-370.93082,631.3472,307.41763,-370.99567,658.8529,311.0541,-253.44862,627.766,312.85983,-258.72922,648.95056,322.46,-345.64883,636.70447,323.04224,-346.7723,679.55023,347.02176,-214.91133,610.5221,352.82788,-245.16748,697.5807,283.49252,-276.3893,595.4028,298.83618,-370.42905,670.9692,218.21397,-317.69205,603.6067,231.58414,-457.21072,664.64233,203.90477,-364.8636,607.5206,215.91812,-511.47266,656.9732,201.83751,-353.36563,611.3861,213.09464,-505.73444,658.8848,207.33328,-321.3693,612.43036,218.15024,-462.91986,675.3223,476.89346,12.592091,627.8782,477.24493,-12.435242,676.7228,583.0704,34.55344,612.4963,578.08514,-42.668728,678.0224,671.5389,169.78418,581.87396,669.15875,94.45471,672.72284,681.33875,176.21222,577.75854,677.3056,99.57856,684.0679,703.3426,47.1908,590.7776,705.6873,-40.40206
Screenshot_2021-02-11 at 15.51.54.png,218.40929,74.722694,-253.85568,226.13826,66.106834,-228.95052,230.45302,66.094505,-228.75525,234.92365,66.09593,-228.6891,214.49126,67.0412,-224.7892,210.65048,67.307045,-224.82005,206.76028,67.76634,-224.8966,244.75237,76.42981,-109.04176,206.40778,77.74875,-86.64702,229.6562,88.65063,-213.59937,214.0446,89.1102,-206.60368,280.11432,142.86945,-109.81025,185.34409,149.32324,-68.28436,336.66757,64.854164,-387.7933,133.2721,75.21483,-225.85825,262.61728,75.62033,-558.3228,200.23499,69.00695,-282.03058,244.80072,77.38569,-600.126,216.86115,63.529278,-307.574,242.18007,90.79429,-574.12195,216.9428,75.067184,-281.33337,248.38892,94.12316,-557.4922,213.3529,79.22073,-277.51837,265.84576,335.26974,-3.16608,205.26332,333.81088,3.2158313,267.80222,484.74435,-18.842424,199.01222,475.6114,24.502293,268.22925,623.38025,88.6677,201.43834,602.6227,197.44798,260.97272,642.7316,90.57285,215.03894,620.9061,205.58801,289.09512,665.90765,-60.04013,158.05974,647.30054,65.37231
frame__8f_6sVIsh38__0004167.jpg,936.7132,351.34213,-250.96606,945.6286,339.39154,-209.19261,951.129,339.225,-209.07588,956.79395,338.975,-208.99028,928.8275,340.47784,-204.22905,923.30945,340.78952,-204.10226,917.70325,341.22977,-204.16374,965.92596,349.62164,8.934924,911.948,351.85223,31.792574,948.51324,368.63025,-173.5727,927.8137,369.71896,-166.86662,1006.7373,440.8599,70.06251,876.7258,442.69644,112.25593,1058.3103,514.6144,-269.76617,825.1976,511.68198,-224.8666,975.5301,463.83667,-551.3309,907.9721,463.77103,-552.4653,954.761,449.48892,-618.3493,928.9672,449.74594,-633.2819,950.0893,443.83502,-576.8619,933.34845,446.1273,-592.03253,955.0274,450.6335,-539.52783,928.4274,453.7742,-544.0918,982.13965,662.15826,-5.1864843,895.88824,661.13934,5.5687084,1006.446,823.415,-4.3584895,867.9974,821.11554,-32.881165,1034.4138,967.71277,347.57126,841.76025,968.91315,300.83307,1030.9941,986.2497,367.27682,843.6697,987.32043,316.71265,1053.0532,1016.1888,92.12019,833.1592,1024.0881,43.310535
Screenshot_2021-02-11 at 15.29.36.png,401.8861,116.277756,-236.53545,407.33838,107.17775,-208.85854,411.9799,107.27316,-208.7619,416.7412,107.33063,-208.77939,393.19733,107.81679,-217.51314,387.93552,108.14849,-217.50975,382.6502,108.59754,-217.65292,420.97955,118.40105,-71.381325,373.6206,119.93528,-111.06579,410.28708,132.24138,-186.92845,391.8367,132.86847,-198.1484,449.06628,189.13576,-57.570583,338.0323,185.32649,-81.11941,487.3062,203.29395,-253.98796,274.12366,181.91537,-303.29,504.04877,160.59314,-475.12445,348.12482,160.20332,-507.51022,515.8978,150.92712,-520.9059,368.608,160.78233,-546.92737,507.67627,147.9746,-521.2912,374.5167,153.8634,-539.38116,500.49646,153.91725,-483.4158,367.8949,158.28552,-508.78973,429.554,382.74966,15.631592,358.25912,383.571,-15.789599,454.33734,515.8778,18.529314,338.34427,508.3609,-19.809385,468.9112,631.5042,160.13652,329.93185,624.6973,130.68643,458.01492,649.76825,165.70955,337.4056,640.394,136.1703,508.32986,673.55927,36.41391,307.8609,671.6745,3.7597427
frame___0CAcnhL5Sw__0012549.jpg,1093.5117,134.51302,-457.5437,1087.3619,115.665886,-422.05933,1090.74,115.30147,-421.9512,1094.528,114.82678,-421.86652,1073.251,116.70625,-466.06042,1065.3396,116.71835,-465.96774,1057.5027,116.89747,-466.16464,1078.668,124.19296,-220.74814,1030.2789,128.04443,-418.63345,1094.1757,155.40872,-380.9957,1073.1562,156.51819,-438.6312,1091.8837,259.8246,27.41631,956.216,251.22092,-449.41544,1113.8455,397.1623,194.49031,907.51587,408.56818,-463.32184,1184.3186,498.67902,15.746144,973.6181,532.952,-533.0544,1207.3099,529.5909,6.554579,981.08026,576.51044,-584.8383,1215.7404,529.90216,-76.98494,1011.042,564.70386,-600.92535,1197.7449,522.82355,-22.244717,1011.4317,549.44556,-533.23413,1048.8279,534.3933,154.49113,969.822,538.19995,-153.75674,1035.165,741.2271,345.8371,948.4739,765.3328,-92.349525,1012.4388,921.9539,587.31177,912.1253,964.02344,107.7634,991.8883,953.5135,599.0387,885.3313,990.68567,115.97997,1083.1168,983.2258,470.63205,981.09155,1045.1154,-73.105606
Screenshot_2021-02-11 at 14.29.43.png,468.8944,154.82074,-272.30774,475.28226,142.04016,-252.96286,479.86038,141.6173,-252.92526,484.52563,141.11914,-252.92126,461.5065,142.75397,-252.59204,456.70624,142.65341,-252.61534,451.91592,142.63203,-252.64252,490.6287,144.13953,-118.967804,446.61874,146.02425,-114.92797,477.9998,165.36818,-222.53587,461.1867,166.17015,-221.2827,525.4715,203.45494,-22.623049,416.6593,204.66168,-26.36424,579.3418,268.82785,-135.78915,374.4156,268.2154,-153.84393,595.33966,205.24423,-341.28268,358.3976,207.48624,-398.13657,605.38995,182.70515,-385.1532,348.15466,187.93033,-451.0902,599.69073,175.33722,-381.53745,353.10434,179.46979,-446.88257,593.23444,184.34358,-348.94714,360.76483,187.29474,-404.81982,509.3903,370.68347,-4.9156966,441.22247,373.13898,5.0451956,560.7713,475.1099,-156.06807,399.28308,490.163,-45.240074,587.0817,593.4256,2.062182,373.00604,599.9025,107.22657,582.0354,613.9983,8.958203,380.56934,619.2237,110.909836,613.2046,621.30536,-157.09528,338.93243,629.4301,-42.672333
